ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response
4065 1976 4 4 49544 1 0 734817 0 308 0 73 0 0 23 2 5 1 8 7 0 0 0 0 0 0 3 11 0 
8230 1980 2 4 33228 1 0 735163 28 22 2 31 7 4 5 1 2 0 3 7 0 0 0 0 0 0 3 11 0 
1215 1978 2 3 70440 0 0 735053 49 690 117 499 76 102 88 1 5 10 7 3 0 0 0 1 0 0 3 11 0 
5939 1971 2 3 38232 1 1 735157 84 43 5 28 7 6 33 4 3 1 3 5 0 0 0 0 0 0 3 11 0 
2156 1955 4 4 22554 1 1 734713 38 27 0 10 0 0 4 4 2 0 4 5 0 0 0 0 0 0 3 11 0 
7788 1983 4 4 23536 1 0 735294 53 6 0 3 0 0 1 1 0 0 3 3 0 0 0 0 0 0 3 11 0 
10323 1952 2 4 49413 0 1 735070 88 205 7 41 3 2 46 2 4 2 5 5 0 0 0 0 0 0 3 11 0 
7947 1969 2 4 42231 1 1 735225 99 24 0 8 0 1 4 1 1 0 3 5 0 0 0 0 0 0 3 11 0 
1891 1980 3 1 78789 0 0 734628 12 667 50 850 21 83 83 1 4 6 5 2 0 0 0 0 0 0 3 11 1 
2570 1968 2 3 56534 0 1 734978 35 691 7 61 10 0 46 4 10 4 7 8 0 1 0 0 1 0 3 11 1 
9256 1971 2 0 58350 0 1 734779 5 493 26 206 116 80 80 4 8 3 12 6 0 0 0 0 0 0 3 11 0 
295 1989 2 0 81217 0 0 734974 77 493 70 324 146 40 84 1 3 7 11 1 0 0 0 0 0 0 3 11 0 
7397 1951 2 0 49090 0 1 734974 45 494 5 82 7 0 100 3 7 2 9 7 0 0 0 0 0 0 3 11 0 
6349 1987 3 1 61787 0 0 734961 71 621 73 414 78 48 85 1 8 4 6 5 0 0 0 0 0 0 3 11 0 
10790 1985 4 4 18169 1 0 734824 40 9 0 5 0 0 7 1 1 0 2 8 0 0 0 0 0 0 3 11 0 
10398 1981 1 0 24336 1 0 734647 82 1 6 2 8 2 12 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
2431 1990 2 4 18222 0 0 734771 70 12 4 19 12 6 14 1 2 0 3 8 0 0 0 0 0 0 3 11 0 
550 1952 2 1 62335 0 1 734918 87 243 131 217 85 6 26 2 3 3 13 2 0 0 0 0 0 0 3 11 0 
1890 1971 1 3 42033 1 1 734669 95 11 1 4 2 0 7 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
10742 1983 4 4 86580 0 0 734832 72 532 21 127 26 20 20 0 4 2 5 1 0 0 1 0 0 0 3 11 0 
10356 1957 4 1 41437 1 1 734672 5 29 0 2 0 0 1 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
4676 1951 3 2 73705 0 2 735205 86 612 91 520 258 107 107 2 9 6 8 5 0 0 0 0 0 0 3 11 0 
8852 1976 2 4 61064 0 1 734651 80 387 126 342 0 45 180 5 8 4 11 6 0 0 0 0 0 0 3 11 0 
3565 1955 3 4 38452 1 1 735230 62 56 0 14 0 0 2 3 3 0 3 7 0 0 0 0 0 0 3 11 0 
5294 1989 2 0 18358 1 0 735095 49 6 8 19 16 4 4 3 3 0 4 7 0 0 0 0 0 0 3 11 0 
1958 1973 4 3 55012 0 1 735221 85 582 0 65 0 0 13 6 8 2 9 5 0 0 0 0 0 0 3 11 0 
7349 1973 0 3 9722 1 0 734682 7 6 17 16 6 16 42 4 3 1 3 8 0 0 0 0 0 0 3 11 1 
8799 1984 4 4 38175 1 0 735038 6 70 6 69 2 3 3 3 3 1 4 7 0 0 0 0 0 0 3 11 0 
1351 1956 3 3 58656 0 1 734670 25 962 12 194 16 24 12 4 7 8 13 6 0 0 1 0 0 0 3 11 0 
1045 1965 2 3 52117 0 1 734636 55 112 10 107 30 0 20 2 5 2 4 7 0 0 0 0 0 0 3 11 0 
7732 1978 2 4 64813 1 0 735142 81 293 0 124 179 97 52 1 7 2 10 5 0 0 0 0 0 0 3 11 0 
8070 1973 4 4 54222 0 1 735201 98 199 12 31 3 12 7 1 3 3 5 3 0 0 0 0 0 0 3 11 0 
477 1986 2 4 83512 0 0 735307 31 1060 61 835 80 20 101 1 4 7 10 1 1 0 1 1 1 0 3 11 1 
7832 1959 3 4 77520 0 1 735013 30 940 44 396 0 88 58 1 8 7 7 4 1 0 1 1 0 0 3 11 1 
2202 1978 2 3 41154 0 1 734874 98 44 2 11 2 3 7 1 1 0 4 5 0 0 0 0 0 0 3 11 0 
7396 1966 2 4 80398 0 0 734720 92 342 51 936 207 35 26 1 5 8 12 3 0 0 1 0 0 0 3 11 0 
4055 1992 0 0 18746 1 0 735289 41 2 10 11 12 9 20 2 3 0 3 6 0 0 0 0 0 0 3 11 0 
10340 1984 2 3 35196 1 0 734723 68 75 12 141 43 39 187 6 6 1 5 8 0 0 0 0 0 0 3 11 0 
10091 1956 2 0 60230 0 1 734915 78 520 20 367 39 81 40 2 6 3 6 5 0 0 0 0 0 0 3 11 0 
7629 1977 2 4 22108 1 1 735268 46 5 3 9 6 2 6 2 2 0 3 7 0 0 0 0 0 0 3 11 0 
10640 1974 2 3 44392 1 1 735020 71 87 5 71 7 12 29 5 4 1 4 7 0 0 0 0 0 0 3 11 0 
3498 1976 4 4 55424 0 1 734735 6 462 61 184 10 53 107 4 7 5 9 6 1 0 0 0 0 0 3 11 1 
6742 1979 2 4 17688 1 0 734788 82 2 2 1 3 1 2 1 1 0 2 8 0 0 0 0 0 1 3 11 0 
1172 1983 4 4 92491 0 0 734896 71 979 44 935 29 25 22 1 7 5 12 3 0 1 1 1 0 0 3 11 1 
569 1991 2 0 90273 0 0 735119 32 704 129 853 120 74 111 1 5 6 7 2 0 1 1 1 0 0 3 11 1 
4686 1962 4 2 82571 0 0 735232 28 861 31 558 62 95 79 0 6 5 13 2 0 0 1 0 0 0 3 11 0 
1381 1982 4 0 38513 1 0 735168 20 172 3 115 16 0 18 5 6 1 5 8 0 0 0 0 0 0 3 11 1 
2634 1979 3 0 16653 1 0 735248 10 5 7 31 15 4 7 3 2 1 3 6 0 0 0 0 0 0 3 11 1 
10905 1955 2 3 42586 1 1 734709 7 194 2 56 0 0 0 5 4 1 6 8 0 0 0 0 0 0 3 11 1 
1744 1965 0 0 23529 0 1 734782 67 9 7 13 3 2 20 1 1 1 2 6 0 0 0 0 0 0 3 11 0 
1000 1961 3 3 74881 1 1 734843 48 505 72 270 36 27 54 4 9 2 12 5 0 0 0 0 0 0 3 11 0 
3828 1951 2 4 71107 0 1 734822 61 533 10 217 198 174 195 2 7 6 13 4 0 0 0 0 0 0 3 11 0 
8605 1964 4 3 46910 1 1 735223 36 48 0 14 0 0 6 2 2 0 3 6 0 0 0 0 0 0 3 11 0 
10304 1959 2 4 18690 0 0 734768 77 6 1 7 23 4 19 1 1 1 2 8 0 0 0 0 0 0 3 11 0 
4351 1955 2 1 37244 1 1 734892 90 18 2 10 0 0 25 1 1 1 2 7 1 0 0 0 0 0 3 11 0 
10129 1966 2 3 82427 0 0 735212 35 482 147 509 104 107 107 1 3 5 12 1 0 0 1 0 0 0 3 11 0 
2499 1958 1 0 75342 0 1 734901 38 204 97 97 21 118 26 1 5 2 10 4 0 0 0 0 0 0 3 11 0 
10092 1954 2 1 70044 0 1 734823 46 1073 0 250 153 14 14 4 7 10 5 5 0 0 0 0 0 0 3 11 0 
7500 1967 2 0 79146 1 1 735254 33 245 16 223 21 43 16 2 8 1 8 6 0 0 0 0 0 0 3 11 0 
5796 1963 2 4 77437 0 0 735101 70 560 21 442 29 44 29 1 4 5 13 1 0 0 1 0 0 0 3 11 0 
10556 1959 2 4 54984 0 1 735284 51 173 13 131 32 3 6 4 6 1 6 7 0 0 0 1 0 0 3 11 0 
1064 1971 4 4 42403 1 0 735116 18 22 1 11 0 5 3 1 1 0 3 8 0 0 0 0 0 0 3 11 0 
48 1964 2 3 55761 0 1 735254 97 136 1 12 0 3 32 2 4 1 3 6 0 1 0 0 0 0 3 11 0 
7610 1983 2 3 37292 1 0 734883 32 275 0 86 10 23 66 5 6 3 5 8 0 0 0 0 0 0 3 11 0 
263 1945 4 0 45576 0 0 735288 9 56 19 29 2 14 25 1 3 1 3 8 0 0 0 0 0 0 3 11 1 
10814 1947 2 3 70321 0 0 734791 6 303 23 751 82 26 191 1 6 5 13 4 0 0 0 0 0 0 3 11 1 
9710 1969 4 1 58086 0 1 734795 80 708 7 62 0 0 15 2 11 3 7 8 0 0 0 0 0 0 3 11 0 
9292 1952 2 4 81795 0 0 734706 74 324 132 693 27 118 88 1 4 11 7 2 0 0 0 0 0 0 3 11 0 
10250 1947 0 3 28389 0 0 734730 49 1 5 3 7 4 8 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
7881 1946 3 4 66835 0 0 735043 21 620 26 195 34 17 141 1 6 4 13 2 0 0 0 0 0 0 3 11 0 
5847 1969 2 1 69901 0 1 734924 95 312 21 206 102 92 149 3 7 3 10 5 0 0 0 0 0 0 3 11 0 
737 1949 4 4 80360 0 0 734838 56 1493 86 454 112 43 43 2 4 4 5 2 0 1 1 1 0 0 3 11 0 
3571 1961 4 3 63342 0 1 734696 48 918 21 118 13 10 21 3 8 3 5 6 0 1 0 0 0 0 3 11 1 
7807 1974 2 4 44989 0 1 734662 26 98 0 106 49 10 106 5 5 1 5 6 0 0 0 0 0 0 3 11 0 
3878 1980 1 0 31859 1 0 735197 3 3 4 7 15 8 11 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
5092 1949 4 2 51569 0 1 734817 39 380 0 47 6 0 34 4 7 1 7 8 0 1 0 0 0 0 3 11 1 
2154 1971 2 2 30372 1 1 734765 33 15 0 12 7 3 7 3 2 0 3 7 0 0 0 0 0 0 3 11 0 
5394 1979 0 0 16014 1 1 734852 42 3 9 4 7 8 7 4 1 1 4 3 0 0 0 0 0 0 3 11 0 
3798 1968 2 4 41120 1 1 735081 80 24 2 23 0 8 24 3 2 1 3 6 0 0 0 0 0 0 3 11 0 
3524 1971 3 0 39763 1 0 734989 9 80 1 60 4 6 16 2 5 1 2 9 0 0 0 0 0 0 3 11 1 
5247 1955 4 4 38725 1 1 735270 52 31 0 6 2 1 5 2 1 0 4 4 0 0 0 0 0 0 3 11 0 
5883 1972 2 4 77981 1 0 734921 78 138 120 204 16 126 60 3 7 4 7 5 0 0 0 0 0 0 3 11 0 
2118 1964 1 4 62905 0 1 735025 68 166 75 96 119 107 59 3 7 2 8 4 0 0 0 0 0 0 3 11 0 
8812 1979 1 1 13533 1 0 734845 45 12 3 8 8 0 17 2 2 0 3 7 0 0 0 0 0 0 3 11 0 
6616 1975 2 3 59481 0 1 735068 47 178 3 85 71 66 58 2 3 3 8 2 0 0 0 0 0 0 3 11 0 
2797 1977 2 4 72117 0 1 735005 34 707 20 171 65 60 50 1 9 7 9 5 0 0 0 0 0 0 3 11 0 
4328 1986 1 4 21955 1 0 735022 81 5 1 7 17 14 11 2 2 1 3 6 0 0 0 0 0 0 3 11 0 
9167 1956 2 4 67131 0 1 734861 72 465 71 250 93 35 62 3 9 2 12 6 0 0 0 0 0 0 3 11 0 
10560 1980 4 0 36802 1 0 735306 23 16 1 2 0 0 1 1 1 0 3 5 0 0 0 0 0 0 3 11 0 
2631 1982 2 3 71853 0 0 734903 29 358 108 413 141 97 32 1 2 8 6 1 0 0 0 0 0 0 3 11 0 
8312 1961 0 4 28249 0 0 735305 80 1 9 7 2 14 10 1 2 0 3 6 0 0 0 0 0 0 3 11 0 
5534 1975 3 4 47808 0 1 735065 30 123 1 26 2 0 72 2 3 2 3 7 1 0 0 0 0 0 3 11 0 
5093 1974 4 1 25509 1 0 734668 15 40 3 30 10 7 11 3 3 0 3 9 0 0 0 0 0 0 3 11 1 
7592 1946 4 4 51012 0 0 734883 86 102 9 63 2 9 24 1 4 1 4 6 0 0 0 0 0 0 3 11 0 
8895 1985 2 0 70596 0 0 734685 68 347 44 534 17 0 26 1 3 5 12 2 0 0 0 0 0 0 3 11 0 
8584 1952 4 3 85431 0 0 734933 54 376 53 462 168 53 53 1 2 7 7 0 0 0 0 0 0 0 3 11 0 
2694 1967 2 4 42664 0 1 735218 44 21 0 3 0 0 0 1 1 0 3 6 0 0 0 0 0 0 3 11 0 
8910 1955 2 3 42586 1 1 734709 7 194 2 56 0 0 0 5 4 1 6 8 0 0 0 0 0 0 3 11 1 
7433 1985 2 0 29760 1 0 734649 87 64 4 68 7 5 17 4 3 1 4 8 0 0 0 0 0 0 3 11 0 
164 1977 4 4 28973 0 0 734693 59 206 0 46 3 2 12 2 5 1 5 8 0 0 0 0 0 0 3 11 0 
10477 1973 4 3 39435 1 0 734991 16 71 0 18 0 0 13 1 3 1 2 7 0 0 0 0 0 0 3 11 0 
2681 1984 1 4 65370 0 0 734986 1 71 22 112 138 89 29 1 2 3 13 1 0 0 0 0 0 0 3 11 0 
5150 1979 0 0 20194 1 0 734757 64 0 4 7 11 10 15 2 2 0 3 6 0 0 0 0 0 0 3 11 0 
5283 1976 4 0 42473 1 1 735187 72 93 1 21 0 4 25 3 2 1 4 5 0 0 0 0 0 0 3 11 0 
9645 1968 2 4 64590 0 0 734694 98 920 138 168 36 46 30 1 9 4 10 6 0 0 0 0 0 0 3 11 0 
10678 1959 2 3 71232 0 1 735103 91 653 17 170 34 26 17 2 11 2 10 7 0 0 0 0 0 0 3 11 0 
7261 1971 2 3 34600 1 1 734776 8 199 33 60 8 3 15 5 5 2 5 8 0 0 0 0 0 0 3 11 1 
9648 1967 2 0 46904 1 1 734713 20 153 4 56 0 9 31 4 5 1 4 8 0 0 0 0 0 0 3 11 0 
2870 1973 2 4 49094 0 1 734671 6 376 0 38 11 8 69 5 6 3 6 6 0 0 0 0 0 0 3 11 0 
8008 1983 2 3 36075 1 0 735114 54 46 0 30 12 1 30 1 2 0 4 6 0 0 0 0 0 0 3 11 0 
1513 1979 1 3 60839 1 1 734648 72 600 21 128 223 150 128 13 2 2 12 8 0 0 0 0 0 0 3 11 0 
6173 1979 2 3 77298 0 1 735077 46 425 115 292 23 35 79 1 6 6 11 3 0 0 0 0 0 0 3 11 0 
1419 1950 2 3 34026 1 1 734990 11 18 6 15 12 8 17 3 2 1 3 5 0 0 0 0 0 0 3 11 0 
9150 1963 4 0 48918 1 1 735242 21 52 0 9 0 0 1 2 1 0 4 4 0 0 0 0 0 0 3 11 0 
7960 1962 1 3 82122 0 0 735000 89 734 22 350 151 25 100 1 3 9 13 1 0 0 1 0 0 0 3 11 0 
1250 1976 2 0 37697 1 0 735177 82 34 6 21 11 4 8 1 2 1 3 6 0 0 0 0 0 0 3 11 0 
9905 1952 2 3 34074 1 1 734968 69 135 1 41 10 1 67 5 3 3 3 6 1 0 0 0 0 0 3 11 0 
10691 1960 3 4 28520 1 1 734939 55 11 0 10 0 2 20 1 1 1 2 6 0 0 0 0 0 0 3 11 0 
7002 1955 2 0 62535 0 1 735048 13 163 48 90 0 45 52 1 3 2 8 3 0 0 0 0 0 0 3 11 0 
2952 1977 3 0 36273 1 0 735246 80 29 3 30 3 2 9 2 3 0 3 6 0 0 0 0 0 0 3 11 0 
8439 1964 2 3 63404 0 2 735296 97 734 26 70 11 44 17 2 6 3 4 4 0 0 0 1 0 0 3 11 0 
762 1981 1 3 75774 1 0 735262 27 340 21 134 258 14 56 1 7 5 8 4 0 0 0 0 0 0 3 11 0 
2831 1976 2 3 78416 0 1 735317 99 453 38 279 188 38 183 2 7 7 10 3 0 0 0 0 0 0 3 11 0 
6977 1974 2 3 75702 0 1 734694 87 1073 0 629 145 37 37 1 10 5 13 6 0 0 1 0 0 0 3 11 0 
6289 1951 3 3 59385 1 1 734893 85 135 0 10 0 4 36 2 3 1 4 5 0 0 0 0 0 0 3 11 0 
4168 1966 2 0 37070 1 1 734855 30 231 7 137 4 15 39 9 5 1 8 7 0 0 0 0 0 0 3 11 1 
8397 1951 2 4 44689 1 1 735150 82 18 0 5 0 0 11 2 1 1 2 7 1 0 0 0 0 0 3 11 0 
9284 1958 2 3 53977 0 1 734933 21 620 16 165 0 24 82 5 5 5 12 5 0 0 0 0 0 0 3 11 0 
6237 1966 4 0 7144 0 2 735112 92 81 4 33 5 2 291 0 23 1 1 0 0 0 0 0 0 0 3 11 0 
3130 1964 2 0 18701 1 1 734929 95 12 4 2 10 6 10 4 2 0 4 5 0 0 0 0 0 0 3 11 0 
1619 1956 2 4 90369 0 0 735258 2 292 51 981 224 23 17 1 4 6 6 1 0 0 0 0 0 0 3 11 1 
1990 1974 4 0 63159 0 0 734715 74 965 34 586 89 86 37 1 3 5 8 3 1 0 0 0 0 0 3 11 0 
5513 1966 2 3 37758 1 1 734684 49 27 2 10 0 0 1 2 1 0 3 8 0 0 0 0 0 0 3 11 0 
269 1963 4 0 46757 0 1 734726 71 777 30 163 0 51 122 6 4 4 7 9 0 0 0 0 0 0 3 11 0 
8093 1969 3 4 79734 0 0 735318 72 572 8 232 23 62 17 1 4 3 6 1 0 0 0 1 0 0 3 11 0 
10513 1992 2 3 63207 0 0 734795 68 438 169 565 91 169 70 1 2 3 6 7 0 0 0 1 0 0 3 11 0 
10177 1954 2 1 72071 0 1 734819 4 531 69 300 150 138 150 3 5 4 8 2 0 0 0 0 0 0 3 11 0 
2549 1983 4 3 21840 1 0 734976 80 17 0 9 0 0 1 1 1 0 3 9 0 0 0 0 0 0 3 11 0 
5782 1982 1 3 58582 0 1 735043 15 402 35 106 101 77 42 2 9 2 9 5 0 1 0 0 0 0 3 11 0 
10057 1951 2 0 72282 0 0 734974 70 503 27 419 90 139 153 1 5 7 9 7 0 0 0 0 0 0 3 11 1 
10307 1956 2 4 50387 0 2 735016 91 369 9 87 12 14 34 3 6 2 8 5 0 0 0 0 0 0 3 11 0 
8566 1961 4 3 32583 1 1 735305 10 5 0 3 0 0 1 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
2415 1962 2 3 62568 0 1 735237 99 362 17 398 80 35 61 3 5 3 5 4 0 0 0 1 0 0 3 11 0 
5684 1971 3 1 44635 1 1 735056 25 56 0 9 0 0 3 2 2 0 3 7 0 0 0 0 0 0 3 11 0 
8334 1971 3 0 33316 1 1 735049 34 79 1 31 4 4 12 3 2 1 4 6 0 0 0 0 0 0 3 11 0 
9166 1968 2 4 63967 0 1 734994 57 387 84 141 73 35 162 3 4 4 12 2 0 0 0 0 0 0 3 11 0 
1440 1978 1 3 52513 0 0 734654 84 367 17 241 104 188 232 2 9 5 9 7 0 0 0 0 0 0 3 11 0 
78 1969 2 4 25293 1 0 735030 51 15 0 11 0 2 9 1 1 1 2 8 0 0 0 0 0 0 3 11 0 
5441 1965 4 2 54111 0 1 735010 97 267 6 54 8 3 50 2 5 2 6 5 0 0 0 0 0 0 3 11 0 
5302 1986 2 3 78394 0 0 734820 13 298 27 697 216 24 166 1 4 6 5 2 0 0 0 0 0 0 3 11 1 
4687 1958 3 4 80739 0 0 734918 92 674 92 736 39 0 92 1 3 11 9 1 0 0 0 0 0 0 3 11 0 
1087 1975 3 3 22669 1 0 734917 30 16 14 36 37 22 48 3 4 1 2 9 0 0 0 0 0 0 3 11 1 
6859 1987 2 0 29236 1 0 735053 30 37 4 24 16 9 9 2 4 0 3 9 0 0 0 0 0 0 3 11 0 
9860 1959 2 3 44911 0 1 734850 11 159 0 22 2 1 31 3 4 1 4 7 0 0 0 0 0 0 3 11 0 
7129 1962 4 4 54693 0 1 734822 72 686 17 142 23 26 35 8 6 4 13 6 0 0 0 0 0 0 3 11 0 
5866 1974 2 3 48186 1 0 735220 39 97 3 66 12 7 34 3 4 1 4 7 0 0 0 0 0 0 3 11 0 
10521 1977 2 4 54809 1 1 735026 0 63 6 57 13 13 22 4 2 1 5 4 0 0 0 0 0 0 3 11 1 
7393 1978 2 3 41580 1 1 734750 15 56 5 24 4 0 3 3 2 1 3 5 0 0 0 0 0 0 3 11 0 
7849 1970 4 4 80336 0 0 735024 12 209 19 456 160 142 66 1 2 9 13 1 0 0 0 0 0 0 3 11 0 
332 1957 2 4 47743 0 1 734857 56 198 2 43 0 12 20 3 4 1 6 6 0 1 0 0 0 0 3 11 0 
9847 1955 1 4 62972 0 1 734623 39 313 15 47 20 0 192 2 7 4 3 6 0 0 0 0 0 0 3 11 0 
531 1954 4 1 57333 0 1 734672 55 941 14 397 76 58 176 11 8 5 9 6 0 0 0 0 0 0 3 11 1 
9576 1982 4 3 32313 1 0 734816 60 86 4 56 2 4 7 3 4 0 4 9 0 0 0 0 0 0 3 11 0 
6906 1953 3 2 84953 0 0 734928 73 167 48 602 63 72 72 1 3 10 4 2 0 1 1 1 0 0 3 11 1 
7419 1968 3 1 27071 1 0 735253 90 8 3 19 0 2 3 2 2 0 3 6 0 0 0 0 0 0 3 11 0 
3170 1957 3 3 68148 0 0 735016 86 389 66 408 37 57 85 1 4 4 6 2 0 0 0 0 0 0 3 11 0 
8527 1965 3 3 65735 1 1 735112 37 239 7 119 4 15 11 5 6 2 6 7 0 0 0 0 0 0 3 11 0 
7872 1975 4 4 86836 0 0 734662 7 179 21 273 0 21 63 1 6 10 6 5 1 0 1 1 0 0 3 11 1 
9931 1963 4 4 4023 1 1 735313 29 5 0 1 1 1 1 15 0 0 0 19 0 0 0 0 0 0 3 11 0 
10595 1990 2 4 30093 0 0 734963 19 2 6 28 13 4 16 1 2 0 3 7 0 0 0 0 0 0 3 11 0 
4609 1966 4 4 57705 0 1 735151 14 383 0 53 6 4 40 3 8 1 6 6 0 0 0 0 0 0 3 11 0 
5010 1988 2 0 25008 1 0 735172 72 2 8 8 6 1 9 2 1 0 3 8 0 0 0 0 0 0 3 11 0 
4427 1995 1 0 83257 0 0 734668 56 536 27 590 38 107 67 1 5 10 12 6 1 0 1 0 0 1 3 11 1 
11148 1975 2 3 22280 1 0 734914 85 2 1 4 3 1 2 1 1 0 2 8 0 0 0 0 0 0 3 11 0 
1168 1978 4 4 72159 0 0 734709 62 322 53 899 34 40 53 1 4 6 10 2 0 0 0 0 0 0 3 11 0 
9595 1961 2 3 64260 0 0 734786 1 539 169 816 20 0 30 1 4 5 4 3 0 0 0 0 0 0 3 11 1 
10163 1984 4 0 82733 0 0 735025 28 712 50 420 65 38 38 1 8 4 7 4 0 0 0 0 0 0 3 11 1 
2886 1971 3 1 74290 0 1 734997 70 1121 0 72 0 12 12 4 10 8 10 6 0 1 0 1 0 0 3 11 0 
6710 1951 3 0 58217 2 1 734727 84 68 1 13 3 5 13 1 2 0 4 6 0 0 0 0 0 0 3 11 0 
5316 1976 3 3 21024 0 0 734959 89 36 4 18 6 2 18 1 2 0 4 7 0 0 0 0 0 0 3 11 0 
9029 1972 4 4 70116 0 0 734801 73 707 44 603 95 58 29 1 2 8 12 1 0 0 0 0 0 0 3 11 0 
521 1985 2 3 54006 1 0 734668 42 174 77 203 6 24 97 2 8 1 7 7 0 0 0 0 0 0 3 11 0 
1459 1966 4 4 69063 0 1 734717 16 666 35 124 69 8 26 1 5 3 5 3 0 0 0 0 0 0 3 11 0 
10241 1975 1 1 11448 0 0 735120 16 0 0 0 6 2 6 1 1 0 2 6 0 0 0 0 0 0 3 11 0 
1630 1979 2 0 61825 0 1 734992 56 162 50 100 55 30 27 1 4 2 8 4 0 0 0 0 0 0 3 11 0 
3254 1971 2 4 70886 1 0 735059 65 407 70 239 103 88 53 1 5 4 4 2 0 0 0 0 0 0 3 11 0 
9064 1982 2 4 69109 0 0 734719 10 823 25 459 124 29 95 1 6 6 7 4 0 0 1 0 0 0 3 11 1 
3678 1973 2 2 60208 1 1 734687 13 488 23 71 15 0 59 11 8 3 7 7 0 1 0 0 0 0 3 11 1 
4227 1968 3 3 32889 1 1 735021 78 28 0 13 4 2 8 3 2 1 3 5 0 0 0 0 0 0 3 11 0 
9467 1984 2 0 34738 1 0 735271 51 3 2 10 3 0 2 1 1 0 3 6 0 0 0 0 0 0 3 11 0 
8486 1971 3 3 30538 1 0 734681 27 284 0 52 8 3 20 4 9 0 4 10 0 0 0 0 0 0 3 11 0 
2186 1977 1 3 82326 0 0 735210 30 938 142 754 159 81 183 1 5 10 6 2 0 1 1 1 0 0 3 11 1 
3286 1967 4 1 26642 1 0 735201 71 13 2 15 2 2 8 2 2 0 3 6 0 0 0 0 0 0 3 11 0 
8602 1964 2 1 69932 0 1 734937 97 412 172 153 150 105 57 2 7 6 11 4 0 0 0 0 0 0 3 11 0 
3722 1972 2 0 44503 1 1 735246 83 31 1 8 0 0 8 2 2 0 3 6 0 0 0 0 0 0 3 11 0 
6715 1948 4 0 60200 0 1 734777 3 502 19 132 0 6 26 6 6 2 11 6 0 0 0 0 0 0 3 11 0 
4796 1952 2 1 49638 0 1 735249 71 18 10 3 3 5 0 1 1 0 3 2 0 0 0 0 0 0 3 11 0 
9612 1987 1 0 23830 0 0 735177 3 1 8 6 4 8 16 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
3766 1959 3 2 33051 0 0 734636 15 100 71 243 108 94 219 3 9 1 8 9 0 0 0 0 0 0 3 11 1 
1399 1958 2 4 72905 0 0 735161 52 407 114 445 181 165 203 1 3 7 9 1 0 0 0 1 0 0 3 11 0 
1570 1951 4 3 69702 0 1 734824 8 664 9 240 50 19 57 2 7 7 10 4 0 0 0 0 0 0 3 11 0 
3426 1975 2 1 70300 1 0 734970 89 1045 61 338 60 46 46 3 5 5 13 8 0 0 0 0 0 0 3 11 0 
3074 1984 4 4 70643 0 0 734695 66 1218 107 304 23 143 33 1 5 8 4 6 0 0 0 0 0 0 3 11 1 
8341 1969 4 4 30396 1 0 735260 22 15 0 6 0 1 12 2 1 1 2 7 1 0 0 0 0 0 3 11 1 
5180 1968 4 1 50616 0 1 735248 56 128 0 16 0 1 4 2 4 0 4 7 0 0 0 0 0 0 3 11 0 
6461 1969 3 0 62772 0 1 734914 74 581 49 157 43 8 108 1 5 6 11 2 0 1 0 0 0 0 3 11 0 
7679 1985 4 0 30298 0 0 735279 48 6 3 12 6 1 0 1 1 1 3 3 0 0 0 0 0 0 3 11 0 
10702 1984 2 0 52413 1 0 734713 67 185 8 133 56 56 12 2 7 1 7 7 0 0 0 0 0 0 3 11 0 
7505 1957 4 4 44155 1 1 735159 24 22 1 9 0 0 14 1 1 1 2 4 0 0 0 0 0 0 3 11 0 
5113 1971 4 1 86979 0 0 735082 67 584 100 835 65 83 35 1 5 5 5 2 1 0 0 0 0 0 3 11 1 
10858 1975 2 3 76532 1 1 735024 38 355 30 177 90 138 30 4 9 5 7 5 0 0 0 0 0 0 3 11 0 
2961 1982 2 4 42081 1 0 734831 86 175 10 110 54 6 27 2 6 3 4 6 1 0 0 0 0 0 3 11 0 
2747 1988 4 4 67546 0 0 734651 90 864 134 768 150 38 172 1 4 10 5 3 0 0 0 0 0 0 3 11 0 
3010 1989 3 3 88420 0 0 735262 87 957 153 612 99 95 153 1 4 7 8 1 1 0 1 1 0 0 3 11 0 
5790 1985 2 4 31158 1 0 734802 62 25 6 16 20 0 5 2 2 0 3 8 0 0 0 0 0 0 3 11 0 
6892 1968 2 1 61671 0 1 735293 23 641 7 56 0 0 28 8 10 4 6 8 0 1 0 1 0 0 3 11 0 
1743 1974 2 0 69719 0 0 735286 99 273 86 208 177 14 43 1 2 3 5 1 0 0 0 0 0 0 3 11 0 
3578 1949 2 1 49160 0 1 735065 29 122 21 43 25 10 15 2 3 1 6 6 0 0 0 0 0 0 3 11 0 
